Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-12 15:28:33 EST,2022-12-12,15:28:33,Photo,673,545,128,0,false,https://www.instagram.com/p/CmFNCRqJWKb/,https://www.instagram.com/p/CmFNCRqJWKb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319593220_200623869198143_2798805526277430757_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=kf9w9s7OaQgAX-vrb8N&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDPK3f-KTGBYoTfpZEvXJfQr8TxEQ0mdqIrxs-UKOYy3g&oe=649660AA,,"O SISTEMA É COMPLICADO!
.
.
.
.
.
.
..
.
.
.
.
.
.
.
.

.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","POLÍTICA ELEIÇÕES 2022 ""MISSÃO DADA É MISSÃO CUMPRIDA"", DIZ MINISTRO SOBRE ""ELEIÇÃO"" DE LULA PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,2.19
SARGENTO RODRIGUES,sargentorodriguesoficial,22529,2022-12-12 15:22:45 EST,2022-12-12,15:22:45,Photo,136,88,48,0,false,https://www.instagram.com/p/CmFMXvOPbO1/,https://www.instagram.com/p/CmFMXvOPbO1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319556039_1318657925576897_4365966336840819359_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zG5hCc7EDfYAX_X2ZLg&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDk1TCPOCxSJjRjStpAPbnRqu-6kfV39aJrAtYvLhMHbw&oe=63C2653F,,"#Repost @jornalbsm with @use.repost
・・・
Com choro copioso e teatral durante discurso, Luiz Inácio Lula da Silva (PT) foi diplomado como o novo presidente da República do Brasil pelo TSE, em Brasília, após eleições suspeitas que estão sendo questionadas nas ruas.",BRASILSEMMEDO 11 BS1 jornalbsm Lula e Alckmin são diplomados pelo TSE,,,-2.22
Josafá Ramos,josafarramos,N/A,2022-12-12 15:08:34 EST,2022-12-12,15:08:34,Photo,59,49,10,0,false,https://www.instagram.com/p/CmFKv1AOuAq/,https://www.instagram.com/p/CmFKv1AOuAq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319130915_543009344400876_391326662712887390_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=psGXLV8U-SwAX9QpDak&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA4B0nCXIpl-R1r36pqYFuUbDgDXnW-ZHIHhfZfpqAhIA&oe=63CA19C3,,"Manifestação “SOS Forças Armadas!” no Palácio Alvorada.
Satisfação em te encontrar e ter sua força nessas batalhas, guerreira @kayna.munduruku !",,,,-5.05
SARGENTO RODRIGUES,sargentorodriguesoficial,22529,2022-12-12 14:10:07 EST,2022-12-12,14:10:07,Photo,106,101,5,0,false,https://www.instagram.com/p/CmFEDwXv_6e/,https://www.instagram.com/p/CmFEDwXv_6e/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319066011_172193705451380_525715255284045745_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gIZeNpSrYtAAX_GQTo6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCgkcIje2EafTZSZRJ0Dd64clRb-y-ica6apqIWgxqbhw&oe=63C344E2,,"Durante o segundo ciclo do Assembleia Fiscaliza, o Comandante-Geral da PMMG, Coronel Rodrigo Rodrigues Sousa, trouxe os dados do efetivo da PM. 

Atualmente, a Corporação possui 37.364 militares na ativa, o que ainda esta abaixo do ideal, mas tem a previsão de 10 mil inclusões previstas para 2023-2027.

Hoje este é o mais grave problema da instituição e afeta, diretamente, seus integrantes e toda a sociedade.","EFETIVO POLICIAL-MILITAR Quadro Atual POLÍCIA MILITAR DEMINASGERAIS ERAIS 37.364 Efetivo Total Inclusões Previstas 3.170 Vagas foram autorizadas para ano de 2022 1.975 Militares incluídos em 2022 4.213 Inclusões em 2019-2022 10 Mil inclusões previstas para 2023- 2027 1,4 Mil formados m Nov/ Soldados foram 172 Aspirantes Oficiais formados em Nov/ RO AM 2M Inclusões contemplarão todos os Quadros Fonte: Assessoria Estratégica de Pessoal Referência: 29 nov. 2022",,,-2.85
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-12 13:13:56 EST,2022-12-12,13:13:56,Photo,75,70,5,0,false,https://www.instagram.com/p/CmE9oPsp0h2/,https://www.instagram.com/p/CmE9oPsp0h2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319696087_455991336729350_4406598671970829639_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=E1ZdJlwfKhsAX_eRQfj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBiipYjmNXWBiDu3-KwwPsfZWW1Te4pFgm9U8Jtrrbk4Q&oe=63BFB41F,,"DIA TRISTE PARA O CIDADÃO DE BEM!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #diplomaçãodelula","José Vasconcelos Viana @va... 1min Depois de financiar ditaduras, o ladrão tem a cara de de pau de falar em democracia no seu discurso. COMEÇOU A TIRANIA. VAMOS NOS MANTER UNIDOS. #OLadraoNaoVaiSubirARampa #ladrao #LulaVergonhaNacional",,,-4.11
SARGENTO RODRIGUES,sargentorodriguesoficial,22529,2022-12-12 12:41:31 EST,2022-12-12,12:41:31,Photo,99,85,14,0,false,https://www.instagram.com/p/CmE56ywLiq6/,https://www.instagram.com/p/CmE56ywLiq6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319703931_178678308173843_2178251336469143256_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AC_z2ydeRhcAX-LEHEk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCe3GvcNm4KxnNdSNL87LouIvTJIkqM-XUy7CGMwzSwZw&oe=63C31246,,"Sem ainda tomar posse, o futuro ministro da Justiça, Flávio Dino (PSB-MA), já considera estabelecer uma parceria com o Supremo Tribunal Federal (STF) contra manifestantes que se opõem a Lula. Interpelado pelo portal UOL se vai procurar o STF para municiar-se de informações colhidas nos inquéritos sobre “milícias digitais” e “atos antidemocráticos”, Flávio Dino confirmou a ideia.

“É uma possibilidade que depende de decisão do relator, ministro Alexandre de Moraes”, disse o futuro ministro da Justiça, na entrevista publicada nesta segunda-feira, 12. “Se ele autorizar, certamente, serão informações muito importantes para a Polícia Federal executar suas atribuições legais.”

Fonte: @revistaoeste","REVISTA OESTE COLUNISTAS POLÍTICA ECONOMIA BRASIL OESTE MUNDO TECNOLOGIA AGRO SOBRE POLÍTICA Flávio Dino já avalia parceria com o STF contra manifestantes Socialista também quer desarmar a população Redação Oeste ouça este conteúdo 12 DEZ 2022 11:45 readme futuro ministro da Justiça Flávio Dino SB-MA), durante sua ndicação paraa pasta, partir Foto: Conteúdo dejaneiro 2023",,,-3.05
SARGENTO RODRIGUES,sargentorodriguesoficial,22529,2022-12-12 12:05:22 EST,2022-12-12,12:05:22,Photo,111,111,0,0,false,https://www.instagram.com/p/CmE1yB4r5-_/,https://www.instagram.com/p/CmE1yB4r5-_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319088558_681481050228732_2008486317515687600_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=vMtAvVa5DycAX_aHWPZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA-_WdGULwuNutcqRUSFKUS4H4R3Akc0tdwBhHcw_cMRQ&oe=63C30B02,,"Recebi, nesta manhã (12/12), a visita do vereador Carlinhos Policial, da cidade de Salinas. Ele agradeceu por todo apoio e solicitou, mais uma vez, ajuda nas demandas da área da segurança pública da cidade.",,,,-2.72
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-12 11:25:10 EST,2022-12-12,11:25:10,Photo,111,95,16,0,false,https://www.instagram.com/p/CmExLmWO7bU/,https://www.instagram.com/p/CmExLmWO7bU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319557697_673180737638459_7026019619266025581_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Xq8g4LBl1GsAX_b52Eb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAEZug8Tbtx9ll9vgbO4zUN4O9UqB5wqg5P4WirdTiUgQ&oe=63BF9DE1,,"QUE DEUS TENHA PIEDADE DESSA NAÇÃO!

Siga: @jvvnews
.
.
.
.
.
.
.
.
.
.
.
.

.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes","POLÍTICA ECONOMIA INVESTIGADO ENQUANTO MINISTRO, MERCADANTE DEVE SER INDICADO POR LULA PARA BNDES PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-2.77
WESLEY ROS,wesleyros,270624,2022-12-12 10:49:36 EST,2022-12-12,10:49:36,Video,"4,300",4130,170,14059,false,https://www.instagram.com/tv/CmEtDSBKOjO/,https://www.instagram.com/tv/CmEtDSBKOjO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319279022_1578174892631263_1362238485235990026_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sPGzIbZ7Pk8AX91ddoH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA1tI97f1gDeFPBRvgE8M7W55ysRmjwKrss8ZCPPcpUFQ&oe=64964777,,Ao vivo - direto da casa do presidente @jairmessiasbolsonaro,,,,1.47
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-12 09:39:51 EST,2022-12-12,09:39:51,Video,19,19,0,240,false,https://www.instagram.com/tv/CmElGiPI1YI/,https://www.instagram.com/tv/CmElGiPI1YI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319086500_871662094252894_2959929214716181015_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=a3xZn8TzIqkAX9e2m1K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDeLf9VMzWWYI_MEjSQ2-pwDNWg6aITI6qH7R80wnrpLQ&oe=63C08727,,"HADDAD NA ECONOMIA! DEIXE SUA OPINIÃO.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",,,,-16.37
WESLEY ROS,wesleyros,270624,2022-12-12 04:52:42 EST,2022-12-12,04:52:42,Photo,"4,973",4836,137,0,false,https://www.instagram.com/p/CmEERGpOAqf/,https://www.instagram.com/p/CmEERGpOAqf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319109554_454768040195049_945309400894414460_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZNFKW0y9SD4AX9Il3L5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCUzQldzGpm3aEW6ABFZoy0phgMopvi-LAVfC8kb4eq5g&oe=649679EA,,Porque não respondo eles??!!??? “SIMPLES… é porque não sou psiquiatra 🤣🤣🤣🤣🤣,"Wesley Ros @wesleyros Descobri o motivo da minha paz... Fui ler minha lista de petistas bloqueados, e vi que já passa de 8 mil kkkkk TENTEM, é uma terapia gratuita!",,,1.24
Alan Diego Rodrigues,alandiego.rodrigues.3720,N/A,2022-12-12 03:21:11 EST,2022-12-12,03:21:11,Video,109,16,93,2109,false,https://www.instagram.com/tv/CmD5xj-oxdn/,https://www.instagram.com/tv/CmD5xj-oxdn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319560422_130029419898221_5437369691500984508_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=bfvyK96nhPYAX9tJB19&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBIuKSPDJyfk3EVP9cOBF683kh5kaJUg47GN30_Y0_Vag&oe=64966082,,Aguardando Pronunciamento,,,,6.41
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-11 19:08:41 EST,2022-12-11,19:08:41,Photo,252,236,16,0,false,https://www.instagram.com/p/CmDBbtQslH6/,https://www.instagram.com/p/CmDBbtQslH6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319491626_519862766754220_952979028151934013_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=vibvcKsyHZ0AX-D1DZw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDduu9E57MS3gUNpGQlb27YbOCUDM0ASguifSIyKCUiRQ&oe=63C02AF6,,"É O MITO !
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #livedoargentino","José Vasconcelos Viana @v.... @v... 33min Não sei vocês, mas eu me emociono guando vejo Bolsonaro encontrando-se com seu povo. o PRESIDENTE MAIS POPULAR DA HISTÓRIA! #LulaLadraoNaoSobeARampa 고 1 2",,,-1.22
Serginho Agrella,serginhoagrella,N/A,2022-12-11 16:40:07 EST,2022-12-11,16:40:07,Photo,22,19,3,0,false,https://www.instagram.com/p/CmCwbjKO3Xo/,https://www.instagram.com/p/CmCwbjKO3Xo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318881624_200260182537284_5195620073144723442_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=m9G2qycsVngAX-oOEHZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA5qGlw9SUfqTnuabflruUrBLRnlNNWaCv2J957P36B-A&oe=6412036E,,DOMINGÃO🦩🍻Rancho Amigos da Estação ⛱️🍺🍹,,,,-1.64
André da Maria Gorda,andremariagorda,364989,2022-12-11 16:21:31 EST,2022-12-11,16:21:31,Album,80,70,10,0,false,https://www.instagram.com/p/CmCuTWzvO76/,https://www.instagram.com/p/CmCuTWzvO76/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/319139126_570107054952002_9011797543929717671_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IkbpaB2zAecAX-UWQNf&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfAXMq61Lee9nzd1DtdQnXptt424RgagCWiU0U3wfqEeQg&oe=64851846,,"Deixe de preguiça e #vemsimbora
Pra melhor pizza 🍕 da @feijoadadamariagorda e @acarajedamariagorda",,,,1.04
WESLEY ROS,wesleyros,270614,2022-12-11 11:02:55 EST,2022-12-11,11:02:55,Photo,"11,354",11181,173,0,false,https://www.instagram.com/p/CmCJ1wGLIkb/,https://www.instagram.com/p/CmCJ1wGLIkb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318761433_1502576906819677_7323760515170290189_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TTRKudamvfgAX8BVbge&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBIXPjLVkeBOmdLf65Ws-JCMLYNL0xXPSHctrooUrJiaA&oe=6496288A,,"FOTO ANTI-DEMOCRÁTICA!!! 
Essa é a foto que não fecha a conta… porque na narrativa do PT, preto e indio são de esquerda🤷🏾‍♂️… IHHHHHH “DEU RUIM!! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",,,,2.89
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-11 09:03:43 EST,2022-12-11,09:03:43,Photo,139,129,10,0,false,https://www.instagram.com/p/CmB8MvaOBHc/,https://www.instagram.com/p/CmB8MvaOBHc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318932229_137923015722020_8875618835167674785_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-GGHQLQC9NMAX984eZJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAk_DKj4Nn-gSSUUfnNNui1zQ7QqfktfL7Bt5LrmYqE0w&oe=63C02999,,"LULA NÃO TEM NADA A PERDER. VAI AFUNDAR O PAÍS!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #bolsonaroeleito","José Vasconcelos Viana @v... 34min Caso assuma, o ladrão tem mostrado que vai investir em mandato absolutamente ideológico. Basta ver que indicou um amante do socialismo para a economia e um comunista para a justiça. SE o BARCO AFUNDAR, FAZOL! #Bolsonaro #lulanacadeia",,,-2.22
WESLEY ROS,wesleyros,270614,2022-12-11 07:16:26 EST,2022-12-11,07:16:26,Photo,"15,082",14851,231,0,false,https://www.instagram.com/p/CmBv7CkOkxf/,https://www.instagram.com/p/CmBv7CkOkxf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318966609_721173375700925_9057960020379334755_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OnckrDa83XQAX9OIglW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBahX5BRIsBJMd96Jd5RQYGzeOCXKxTdc3DnM3HFGIkMQ&oe=6496496C,,"Eles sentirão a força dos MANÉS 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷

#wesleyros #bolsonaro","Wesley Ros Twitter @wesleyros QUE D+ Primeira vez na história que vejo o povo se se unir nas ruas pra pedir a permanência do presidente no poder, ANTES FAZIAM ISSO PRA TIRAR PRESIDENTES DO PODER...",,,3.84
Núbia Modista,nubiamodista,N/A,2022-12-11 06:34:15 EST,2022-12-11,06:34:15,Photo,24,20,4,0,false,https://www.instagram.com/p/CmBrGBnuHdF/,https://www.instagram.com/p/CmBrGBnuHdF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318948358_842960203583470_2733809926543948518_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=M274-Gav4G4AX_BV34o&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBC1hyhhKUAiXvyOMN4AXwzr5C2RLhleLTUb_jCcaeEgw&oe=6493E9F6,,"“Bem sei que tudo podes, e nenhum dos teus planos pode ser frustrado.” Jó‬ ‭42:2",,,,-4.33
WESLEY ROS,wesleyros,270557,2022-12-10 17:59:29 EST,2022-12-10,17:59:29,Album,"9,813",9601,212,0,false,https://www.instagram.com/p/CmAUt5tLxJw/,https://www.instagram.com/p/CmAUt5tLxJw/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319124974_508617437963296_4157207234415592834_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Gk__4QArZV4AX-I-xVH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAH2kR1UQa0Pu2NEHxKKTfdbtyH36yVN9WaYWnSEbLWJQ&oe=64945EF1,,Hoje foi o encontro do GDO em Brasília 🤣🤣🤣 que D+ ver juntos os patriotas @wesleyros @gersoncbm @karolelleroficial @paulosouza.oficial @tacimarhoendel e os ÍNDIOS ATIVISTAS 👏🏾👏🏾👏🏾 amanhã lotaremos o QG e a Esplanada! VAI SER GIGANTE!!!!!,,,,8.71
Núbia Modista,nubiamodista,N/A,2022-12-10 17:48:02 EST,2022-12-10,17:48:02,Photo,20,17,3,0,false,https://www.instagram.com/p/CmATaFhPHAH/,https://www.instagram.com/p/CmATaFhPHAH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319008666_542044127518810_348664076497791704_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YlppnRoIQjEAX8p_9m8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBcZuzF4kDnQO8-PsKXqitvTgHJY89Ve7GSKH1R022KXQ&oe=6494EB68,,Maíra no plantão com titia,,,,-5.2
Jose Vasconcelos Viana,josevasconcelosviana,N/A,2022-12-10 17:10:49 EST,2022-12-10,17:10:49,Photo,169,159,10,0,false,https://www.instagram.com/p/CmAPJf0p-_8/,https://www.instagram.com/p/CmAPJf0p-_8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318767192_943289286644617_3009494376826901479_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RjfST6iTsUIAX9_mn_V&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDsrkQOuRfE564urrA5_WBkrYREuNGIEqOQREAR4SLqkg&oe=63C035DA,,"A JUSTIÇA SERÁ FEITA!
.
.
.
.
.
.
.
.
.
.
.
.
.
...
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #stm","NOTÍCIAS URGENTE: STM acata nova representação contra Moraes por ""ativismo político"" e“clara articulação"" contra a CF h Publicado 13 segundos atrás em 10/12/2022 Por Redação HORA MILITAR UP RIOR TRIBUNAU",,,-1.82
Serginho Agrella,serginhoagrella,N/A,2022-12-10 16:16:34 EST,2022-12-10,16:16:34,Photo,5,5,0,0,false,https://www.instagram.com/p/CmAI8Kqu4rz/,https://www.instagram.com/p/CmAI8Kqu4rz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318927199_3485647571663014_6341383846140621235_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=er2ZkfgyvggAX8NRWWk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAnKvsgX9z_ZwlYLByP9MCP6H8bIlcmyySRL22LLYlwew&oe=640D3344,,Vamos Juntos Se Divertir na Estação Bar e Choperia em Cravinhos-SP,,,,-7.2
Leandro Alves,leandro__consultor_de_imoveis,N/A,2022-12-10 15:26:36 EST,2022-12-10,15:26:36,Photo,1,1,0,0,false,https://www.instagram.com/p/CmADOM0OKjx/,https://www.instagram.com/p/CmADOM0OKjx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318782951_897426898359222_6173252409718789842_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7j1YwI4hwcEAX-uEMuX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBtQkQB5y4cgJ6n1tU0hhtZ3XryWA-XDvAaw4t4V7cYvg&oe=648E42DB,,,,,,-196
Josafá Ramos,josafarramos,N/A,2022-12-10 10:00:44 EST,2022-12-10,10:00:44,Album,49,36,13,377,false,https://www.instagram.com/p/Cl_d7d0u_do/,https://www.instagram.com/p/Cl_d7d0u_do/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318639730_1614053365679511_5902542336349937749_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=guaMEpmzNIkAX-fC1QO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAkdN7yMta-7VggjB2Wrxp3oD1Ps2eAegyyuo_XUgc-5w&oe=63C94D76,,"Ontem 9dez22, apresentação dos índios no QGEx.",,,,-5.33
Josafá Ramos,josafarramos,N/A,2022-12-10 09:57:23 EST,2022-12-10,09:57:23,Album,30,23,7,176,false,https://www.instagram.com/p/Cl_di9gufgR/,https://www.instagram.com/p/Cl_di9gufgR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318832259_186032834016079_2994609349799850224_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IYBT0O0ePpgAX-9IatO&_nc_oc=AQlY5sXjagysKk2P6d89uRl3x3KHEvNDH4h-Bb8D0dU2Mepfbd0PAjrkWLGrSkI_oHs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAcB4AYsIhjP6TX8OjPcfKd2YF3GKBmtA04tAe6ZJI5wg&oe=63C9A180,,"Índios na pracinha frente ao QGEx, ontem…
.
FEIRA DE SANTANA E SALVADOR-BAHIA, na Prontidão QGEx Brsília-DF, presentes em equipe @renatamassa @luissilva12144 @josafarramos @flavio_reis_2021 #guerreiros @guerreiros.operacionais",,,,-8.7
Alan Diego Rodrigues,alandiego.rodrigues.3720,N/A,2022-12-10 09:40:02 EST,2022-12-10,09:40:02,Video,28,6,22,1027,false,https://www.instagram.com/tv/Cl_bhqRI6uU/,https://www.instagram.com/tv/Cl_bhqRI6uU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/319474127_141717288735495_6801608216417662690_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=je_X5U0gy5IAX9YaX8A&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAdOTOUTQSIXi-1aYSJ8NmI4MxFUnT3nbwV-VTPj6PbIg&oe=64955C20,,Esplanada dos ministérios,,,,1.65
Gilson da Autoescola,gilsondaautoescola,N/A,2022-12-10 08:23:54 EST,2022-12-10,08:23:54,Album,80,73,7,0,false,https://www.instagram.com/p/Cl_S2N6rzIp/,https://www.instagram.com/p/Cl_S2N6rzIp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318796036_1218059499138427_119931955851493873_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PMRWkO1l8QMAX-8yhGW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBufWkuWpE0lp2YmNyhY3kbuF5fICRB84VLAsS2piNjyA&oe=64941139,,"ENTREGA DE COMENDA E MEDALHA JOSEPH RODRIGUES BETIM 

Tive a alegria de indicar Miguel do Depósito morador do Alterosas, que se destaca na cidade como empreendedor e seu trabalho social voltado à nossa cidade!

Parabéns pelo seu empenho e dedicação.

.

.

.

#camaramunicipaldebetim
#vereadorgilsondaautoescola
#premiação #josephrodriguesbetim",,,,1.43
